1.55985	0
1.50235	0.0179868
1.5014	0.0108109
1.50306	0.00892535
1.50552	0.00711332
1.50401	0.00614853
1.50149	0.00552039
1.50265	0.00500775
1.50372	0.0044789
1.50312	0.00407006
1.50189	0.00379623
1.49896	0.00363978
1.50004	0.003497
1.50076	0.00346345
1.50157	0.00357608
1.50083	0.00342437
1.50167	0.00332183
1.5023	0.00323091
1.50248	0.00313183
1.50122	0.00302355
1.5008	0.00291948
1.50025	0.00281743
1.5006	0.00281989
1.50118	0.00275268
1.50061	0.00268638
1.50056	0.00265677
1.50007	0.00259492
1.49974	0.00257384
1.49987	0.0025311
1.4999	0.00245729
1.49947	0.00239995
1.49982	0.00237164
1.49924	0.00232639
1.49895	0.00229293
1.49915	0.00226991
1.49979	0.00224521
1.50008	0.00220674
1.49981	0.0021576
1.49961	0.00213807
1.49889	0.0021408
1.49906	0.00212923
1.49877	0.00212389
1.49909	0.00212199
1.49935	0.00209314
1.49962	0.00207604
1.49923	0.00204058
1.49941	0.00201072
1.49969	0.00199085
1.49988	0.00198136
1.50004	0.00196508
1.49958	0.00193612
1.4996	0.00191249
1.50008	0.00190938
1.50001	0.00190082
1.49979	0.00188745
1.5002	0.00187399
1.50018	0.00185875
1.50033	0.00184476
1.50069	0.00182297
1.50102	0.001809
1.50094	0.00178607
1.50099	0.00176773
1.50067	0.00175102
1.50106	0.00173667
1.50052	0.00172879
1.50032	0.00171207
1.5002	0.00169312
1.50022	0.00167447
1.5004	0.00166983
1.5004	0.00165409
1.50049	0.00163978
1.50034	0.00162688
1.5002	0.00161526
1.50021	0.00160404
1.49985	0.0015903
1.49971	0.00157776
1.49968	0.0015649
1.50005	0.00155415
1.49969	0.00154301
1.49964	0.0015266
1.49974	0.00152794
1.49985	0.00151238
1.4998	0.00149955
1.49984	0.00148701
1.50009	0.00148458
1.50019	0.00147639
1.50042	0.00146499
1.50038	0.00145141
1.50029	0.00144649
1.50018	0.00143612
1.50001	0.0014285
1.49992	0.00141905
1.49976	0.00140971
1.49991	0.00140051
1.49981	0.00139339
1.49988	0.00138293
1.49999	0.00137586
1.4999	0.00137101
1.49985	0.00136121
1.49979	0.00135316
