1.67027	0
1.65462	0.0110662
1.65786	0.00783679
1.66109	0.00651023
1.65988	0.00531849
1.65271	0.00790382
1.65112	0.0069331
1.64666	0.00736319
1.64379	0.00708318
1.63986	0.00738601
1.64538	0.00853582
1.64421	0.00790483
1.64218	0.00755288
1.63805	0.00806256
1.63932	0.00762322
1.64025	0.00720433
1.64031	0.00678073
1.64051	0.00640713
1.64307	0.00656137
1.63805	0.00792476
1.63835	0.00755297
1.64164	0.00789485
1.64111	0.00756908
1.64105	0.00725394
1.64196	0.00702002
1.64153	0.00676294
1.63957	0.00679157
1.63735	0.00690381
1.63682	0.00668597
1.63644	0.00647385
1.63757	0.00636281
1.63802	0.00618031
1.63716	0.00605265
1.6385	0.00601983
1.63895	0.00586474
1.63922	0.00570834
1.63908	0.00555589
1.63924	0.00541208
1.64073	0.00547243
1.641	0.00534269
1.64094	0.00521273
1.6407	0.00509408
1.64049	0.00498016
1.64058	0.00486774
1.64108	0.00478587
1.64069	0.00469778
1.64087	0.00460128
1.64068	0.00450943
1.64095	0.00442547
1.64152	0.00437356
1.64042	0.0044228
1.64114	0.00439563
1.6408	0.00432588
1.64143	0.00429181
1.64088	0.00424913
1.64104	0.00417613
1.64137	0.00411571
1.64174	0.00406174
1.64193	0.00399735
1.64147	0.00395746
1.64149	0.00389266
1.64144	0.00383025
1.64133	0.00377104
1.64161	0.00372279
1.64223	0.00371633
1.64275	0.0036966
1.64323	0.00367169
1.64315	0.00361859
1.64244	0.00363409
1.64258	0.00358475
1.64245	0.00353666
1.64279	0.00350462
1.64261	0.00346162
1.64292	0.00342941
1.64274	0.00338839
1.64262	0.00334626
1.64237	0.00331204
1.64233	0.0032698
1.64202	0.0032433
1.64236	0.00322067
1.64229	0.00318173
1.64245	0.00314715
1.64261	0.00311315
1.6427	0.0030776
1.6423	0.00306825
1.64162	0.00310508
1.64121	0.00309727
1.64085	0.00308245
1.64046	0.00307281
1.64057	0.00304057
1.64068	0.00300929
1.64053	0.0029802
1.64002	0.00299232
1.64034	0.00297727
1.64082	0.00298523
1.64136	0.00300173
1.64143	0.00297179
1.64125	0.00294724
1.64064	0.00297963
1.64038	0.00296094
