-5.06039	0
-5.0454	0.0106039
-5.04828	0.00745199
-5.05243	0.00664305
-5.05154	0.00537346
-5.04364	0.00849444
-5.04146	0.00755381
-5.03685	0.00789397
-5.03398	0.00752057
-5.02988	0.00780615
-5.03535	0.0088087
-5.03417	0.0081536
-5.03217	0.00776859
-5.02821	0.00816018
-5.02956	0.00772767
-5.03051	0.00730297
-5.03063	0.00687438
-5.03087	0.00649643
-5.03352	0.00667426
-5.02835	0.00809805
-5.02877	0.00772347
-5.03203	0.00802799
-5.03146	0.00769901
-5.03142	0.00737832
-5.03237	0.00714412
-5.03197	0.00688015
-5.0299	0.00692994
-5.02758	0.00706149
-5.027	0.00684147
-5.02659	0.00662564
-5.02776	0.00651303
-5.0282	0.00632469
-5.02725	0.00620439
-5.0286	0.00616628
-5.02897	0.00600121
-5.02922	0.00583981
-5.02903	0.00568514
-5.02926	0.00554031
-5.03074	0.00559181
-5.03102	0.00545912
-5.03091	0.00532706
-5.03063	0.00520733
-5.03048	0.00508867
-5.03056	0.00497367
-5.03104	0.00488625
-5.03055	0.0048046
-5.03074	0.00470644
-5.0305	0.00461462
-5.0308	0.0045304
-5.03144	0.00448467
-5.03034	0.00453168
-5.03109	0.00450616
-5.03075	0.00443337
-5.03141	0.00439953
-5.03087	0.00435243
-5.03103	0.00427782
-5.03138	0.0042165
-5.03177	0.00416193
-5.03194	0.00409509
-5.03145	0.00405615
-5.03146	0.00398966
-5.0314	0.00392569
-5.03128	0.00386553
-5.03151	0.00381199
-5.03212	0.00380272
-5.03266	0.00378281
-5.03314	0.00375751
-5.03305	0.00370343
-5.03236	0.00371281
-5.03251	0.00366276
-5.03241	0.00361276
-5.03272	0.00357655
-5.03254	0.00353211
-5.03287	0.00349979
-5.03268	0.00345858
-5.03254	0.00341595
-5.03226	0.00338281
-5.03219	0.00334014
-5.03186	0.00331376
-5.03217	0.00328667
-5.0321	0.0032468
-5.03224	0.0032102
-5.0324	0.00317556
-5.03252	0.00313993
-5.03211	0.00312952
-5.03145	0.00316246
-5.03103	0.00315415
-5.03067	0.0031389
-5.03026	0.00312982
-5.03038	0.0030972
-5.03048	0.00306476
-5.03031	0.00303587
-5.02979	0.00304716
-5.03013	0.00303352
-5.03062	0.00304017
-5.03116	0.00305687
-5.03124	0.00302634
-5.03104	0.00300218
-5.03038	0.00304389
-5.03009	0.00302659
